date,max_temp,min_temp,mean_temp,mean_rh,events,cloud_cover
11/8/2012,64,48,56,82,Rain,3
11/9/2012,64,48,56,80,NA,2
11/10/2012,64,55,60,77,NA,3
11/11/2012,64,53,58,82,Rain,5
11/12/2012,62,53,58,82,Rain,3
11/13/2012,66,51,58,79,NA,2
11/14/2012,62,55,58,74,Rain,4
11/15/2012,66,55,60,81,Rain,4
11/16/2012,64,55,60,74,Rain,4
11/17/2012,64,55,60,88,Rain,6
11/18/2012,64,57,60,72,Rain,4
11/19/2012,64,51,58,64,NA,2
11/20/2012,66,50,58,71,NA,2
11/21/2012,69,51,60,77,NA,2
11/22/2012,71,59,65,70,NA,3
11/23/2012,69,55,62,72,NA,2
11/24/2012,66,55,60,75,NA,3
11/25/2012,68,59,64,72,NA,6
11/26/2012,69,59,64,75,Rain,5
11/27/2012,66,59,62,75,Rain,4
11/28/2012,69,57,63,79,Rain,5
11/29/2012,64,59,62,87,Rain,6
11/30/2012,64,57,60,67,NA,5
12/1/2012,66,55,60,67,NA,4
12/2/2012,66,59,62,81,Rain,6
12/3/2012,69,59,64,87,Rain,5
12/4/2012,69,51,60,81,NA,3
12/5/2012,71,62,66,95,Rain,5
12/6/2012,71,62,66,90,Rain-Thunderstorm,4
12/7/2012,64,55,60,76,Rain,4
12/8/2012,68,55,62,71,Rain,3
12/9/2012,66,51,58,77,NA,1
12/10/2012,68,51,60,77,NA,2
12/11/2012,66,59,62,78,Rain,6
12/12/2012,73,60,66,72,NA,4
12/13/2012,73,59,66,74,NA,3
12/14/2012,NA,NA,NA,NA,NA,NA
12/15/2012,NA,NA,NA,NA,NA,NA
12/16/2012,NA,NA,NA,NA,NA,NA
12/17/2012,NA,NA,NA,NA,NA,NA
12/18/2012,NA,NA,NA,NA,NA,NA
12/19/2012,NA,NA,NA,NA,NA,NA
12/20/2012,71,66,70,81,NA,5
12/21/2012,78,66,72,77,NA,5
12/22/2012,77,62,70,79,NA,4
12/23/2012,77,64,70,76,NA,4
12/24/2012,78,69,74,83,NA,5
12/25/2012,75,69,72,90,Rain,6
12/26/2012,73,68,70,94,Rain,6
12/27/2012,75,66,70,89,NA,6
12/28/2012,75,68,72,87,Rain,5
12/29/2012,78,62,70,81,NA,3
12/30/2012,78,66,72,84,NA,4
12/31/2012,71,60,66,65,NA,3
1/1/2013,73,59,66,65,NA,1
1/2/2013,77,57,67,71,NA,3
1/3/2013,68,60,64,79,Rain,4
1/4/2013,69,59,64,64,NA,2
1/5/2013,73,57,65,68,NA,1
1/6/2013,77,59,68,74,NA,1
1/7/2013,71,62,66,83,NA,5
1/8/2013,71,62,66,70,NA,6
1/9/2013,77,59,68,75,NA,4
1/10/2013,80,64,72,72,NA,5
1/11/2013,78,62,70,75,NA,2
1/12/2013,78,66,72,84,Rain,5
1/13/2013,78,66,72,82,NA,5
1/14/2013,75,66,70,84,Rain,5
1/15/2013,77,62,70,77,Rain,4
1/16/2013,71,62,66,69,NA,5
1/17/2013,71,59,65,74,Rain,4
1/18/2013,69,59,64,60,Rain,3
1/19/2013,71,57,64,70,NA,2
1/20/2013,71,62,66,80,NA,4
1/21/2013,71,62,66,72,NA,4
1/22/2013,77,60,68,71,NA,2
1/23/2013,77,64,70,68,NA,2
1/24/2013,78,62,70,72,NA,2
1/25/2013,80,64,72,66,NA,3
1/26/2013,73,59,66,59,NA,2
1/27/2013,75,60,68,60,NA,2
1/28/2013,78,59,68,62,NA,1
1/29/2013,78,55,66,67,NA,1
1/30/2013,77,60,68,64,NA,2
1/31/2013,78,62,70,62,NA,4
2/1/2013,78,62,70,65,NA,4
2/2/2013,78,62,70,71,NA,4
2/3/2013,80,64,72,79,NA,5
2/4/2013,75,69,72,95,Rain,7
2/5/2013,69,59,64,77,Rain,4
2/6/2013,69,51,60,60,NA,1
2/7/2013,60,53,58,88,NA,NA
2/8/2013,75,59,67,72,NA,1
2/9/2013,73,59,66,74,NA,2
2/10/2013,73,59,66,69,NA,4
2/11/2013,75,57,66,75,NA,2
2/12/2013,75,59,67,76,NA,2
2/13/2013,71,60,66,79,Rain,4
2/14/2013,71,62,66,67,Rain,3
2/15/2013,73,62,68,70,Rain,6
2/16/2013,73,64,68,70,Rain,6
2/17/2013,73,62,68,74,NA,4
2/18/2013,78,59,68,76,NA,2
2/19/2013,77,64,70,78,NA,4
2/20/2013,77,64,70,66,NA,4
2/21/2013,77,59,68,80,NA,2
2/22/2013,77,60,68,76,NA,3
2/23/2013,78,62,70,68,NA,4
2/24/2013,77,59,68,75,NA,1
2/25/2013,77,57,67,66,NA,1
2/26/2013,77,60,68,67,NA,3
2/27/2013,77,62,70,72,NA,3
2/28/2013,75,60,68,78,NA,3
3/1/2013,73,66,70,72,NA,6
3/2/2013,73,62,68,75,NA,4
3/3/2013,75,62,68,82,Rain,3
3/4/2013,73,66,70,73,NA,6
3/5/2013,73,62,68,69,NA,5
3/6/2013,73,57,65,78,NA,3
3/7/2013,78,60,69,64,NA,3
3/8/2013,77,60,68,79,NA,2
3/9/2013,80,59,70,67,NA,1
3/10/2013,78,57,68,67,NA,1
3/11/2013,78,57,68,75,NA,NA
3/12/2013,78,59,68,70,NA,1
3/13/2013,77,59,68,78,NA,2
3/14/2013,77,59,68,80,NA,3
3/15/2013,77,59,68,69,NA,2
3/16/2013,73,60,66,78,NA,5
3/17/2013,71,66,68,92,Rain,6
3/18/2013,78,68,73,85,Rain,6
3/19/2013,69,62,66,77,Rain,5
3/20/2013,69,59,64,72,Rain,3
3/21/2013,73,55,64,70,NA,3
3/22/2013,71,55,63,76,NA,3
3/23/2013,71,59,65,74,NA,3
3/24/2013,73,55,64,73,NA,2
3/25/2013,75,55,65,74,NA,2
3/26/2013,73,55,64,83,NA,2
3/27/2013,75,59,67,86,NA,2
3/28/2013,75,59,67,85,NA,3
3/29/2013,73,57,65,73,NA,2
3/30/2013,73,62,68,81,Rain,5
3/31/2013,77,62,70,89,Rain,6
4/1/2013,73,66,70,86,Rain,3
4/2/2013,75,60,68,83,NA,1
4/3/2013,73,64,68,84,NA,3
4/4/2013,68,62,65,82,Rain,2
4/5/2013,69,59,64,70,NA,2
4/6/2013,68,51,60,74,Rain,1
4/7/2013,64,50,57,77,NA,2
4/8/2013,66,46,56,77,NA,1
4/9/2013,68,46,57,81,NA,1
4/10/2013,68,51,60,81,NA,2
4/11/2013,71,51,61,81,NA,2
4/12/2013,71,55,63,81,NA,2
4/13/2013,69,53,61,85,NA,2
4/14/2013,71,53,62,86,NA,2
4/15/2013,66,60,63,86,Rain,3
4/16/2013,71,62,66,96,Rain,6
4/17/2013,68,64,66,91,Rain,6
4/18/2013,69,59,64,83,NA,4
4/19/2013,68,55,62,91,Rain,4
4/20/2013,75,62,68,92,Rain,4
4/21/2013,71,62,66,92,Rain-Thunderstorm,3
4/22/2013,71,59,65,89,Rain,2
4/23/2013,69,53,61,85,Rain,2
4/24/2013,64,59,62,94,Rain-Thunderstorm,4
4/25/2013,69,60,64,82,Rain,3
4/26/2013,68,60,64,74,Rain,3
4/27/2013,68,62,65,83,Rain,5
4/28/2013,69,60,64,87,Rain,4
4/29/2013,69,59,64,88,NA,3
4/30/2013,69,62,66,89,NA,4
5/1/2013,66,53,60,81,NA,1
5/2/2013,71,57,64,89,Rain,4
5/3/2013,69,57,63,90,NA,2
5/4/2013,66,55,60,95,Rain,4
5/5/2013,66,55,60,92,Rain,4
5/6/2013,60,55,58,90,Rain,4
5/7/2013,66,51,58,85,NA,1
5/8/2013,59,50,54,99,Rain,3
5/9/2013,60,51,56,99,Rain,2
5/10/2013,62,50,56,92,Rain,3
5/11/2013,60,50,55,81,NA,1
5/12/2013,62,46,54,79,NA,1
5/13/2013,66,46,56,91,NA,NA
5/14/2013,62,48,55,96,Fog,3
5/15/2013,64,53,58,96,Fog,3
5/16/2013,68,51,60,90,NA,3
5/17/2013,64,57,60,95,Rain,4
5/18/2013,66,59,62,96,Rain,4
5/19/2013,68,55,62,89,Rain,4
5/20/2013,66,51,58,90,Rain,2
5/21/2013,64,53,58,93,Rain-Thunderstorm,2
5/22/2013,60,50,55,96,Rain,3
5/23/2013,60,55,58,88,Rain,4
5/24/2013,62,48,55,85,NA,2
5/25/2013,62,51,56,95,Rain,5
5/26/2013,64,57,60,88,Rain,5
5/27/2013,62,55,58,83,Rain,4
5/28/2013,53,42,48,83,Rain-Thunderstorm,4
5/29/2013,55,37,46,71,NA,2
5/30/2013,57,42,50,93,Rain,3
5/31/2013,59,46,52,95,Rain,5
6/1/2013,60,51,56,80,NA,6
6/2/2013,60,48,54,81,NA,4
6/3/2013,60,42,51,90,Fog,4
6/4/2013,62,51,56,97,Rain,4
6/5/2013,60,55,58,88,NA,2
6/6/2013,59,50,54,73,NA,3
6/7/2013,57,50,54,89,NA,4
6/8/2013,62,48,55,86,NA,1
6/9/2013,59,50,54,94,Rain,4
6/10/2013,59,46,52,96,Fog,3
6/11/2013,60,46,53,97,NA,3
6/12/2013,60,51,56,91,Rain,6
6/13/2013,60,53,56,88,Rain,5
6/14/2013,60,51,56,97,Rain,4
6/15/2013,60,53,56,94,Rain,4
6/16/2013,60,59,60,97,Rain,5
6/17/2013,66,55,60,93,Rain,4
6/18/2013,62,55,58,96,Rain,4
6/19/2013,59,53,56,98,Rain,3
6/20/2013,55,46,50,80,Rain,4
6/21/2013,55,44,50,73,Rain,4
6/22/2013,57,50,54,79,Rain,3
6/23/2013,51,46,48,87,Rain,3
6/24/2013,57,39,48,94,Rain,3
6/25/2013,57,50,54,91,Rain,5
6/26/2013,57,48,52,96,Fog-Rain,6
6/27/2013,51,48,50,82,NA,3
6/28/2013,55,42,48,79,NA,1
6/29/2013,55,39,47,87,NA,2
6/30/2013,57,46,52,89,NA,3
7/1/2013,59,42,50,84,NA,3
7/2/2013,60,42,51,83,NA,4
7/3/2013,57,48,52,97,Rain,5
7/4/2013,62,53,58,95,Rain,3
7/5/2013,62,53,58,94,NA,6
7/6/2013,62,55,58,89,Rain,6
7/7/2013,60,48,54,86,Rain,4
7/8/2013,57,50,54,81,Rain,3
7/9/2013,57,42,50,78,Rain,3
7/10/2013,53,46,50,88,Rain,4
7/11/2013,51,42,46,89,NA,2
7/12/2013,55,42,48,90,NA,3
7/13/2013,57,42,50,92,NA,2
7/14/2013,57,44,50,85,Rain,4
7/15/2013,51,41,46,69,NA,1
7/16/2013,55,37,46,78,NA,2
7/17/2013,57,41,49,87,NA,6
7/18/2013,57,51,54,79,NA,6
7/19/2013,59,51,55,78,Rain,6
7/20/2013,60,50,55,85,NA,5
7/21/2013,57,50,54,92,NA,5
7/22/2013,57,42,50,96,Fog,5
7/23/2013,60,48,54,88,NA,4
7/24/2013,59,50,54,96,Rain,4
7/25/2013,59,50,54,90,Rain,3
7/26/2013,57,51,54,79,Rain,5
7/27/2013,59,48,54,78,NA,5
7/28/2013,60,41,50,92,NA,3
7/29/2013,59,44,52,91,Fog,3
7/30/2013,59,41,50,94,Fog,3
7/31/2013,59,46,52,86,NA,4
8/1/2013,59,51,55,76,Rain,4
8/2/2013,60,55,58,83,Rain,5
8/3/2013,64,51,58,78,NA,3
8/4/2013,60,51,56,83,NA,2
8/5/2013,60,51,56,89,NA,4
8/6/2013,62,48,55,88,Rain,1
8/7/2013,64,48,56,92,NA,2
8/8/2013,64,46,55,89,Fog,1
8/9/2013,64,46,55,84,NA,1
8/10/2013,59,51,55,93,Rain,3
8/11/2013,59,51,55,88,Rain,5
8/12/2013,55,51,53,80,Rain,4
8/13/2013,60,51,56,78,Rain,4
8/14/2013,59,51,55,77,Rain,3
8/15/2013,59,48,54,71,Rain,4
8/16/2013,60,48,54,88,Rain,4
8/17/2013,60,50,55,87,Rain,4
8/18/2013,60,51,56,82,NA,2
8/19/2013,59,46,52,92,Fog-Rain,3
8/20/2013,59,51,55,84,Rain,3
8/21/2013,55,51,53,89,Rain,5
8/22/2013,60,50,56,90,Rain,2
8/23/2013,59,44,52,91,Fog-Rain,3
8/24/2013,60,42,51,91,Fog-Rain,2
8/25/2013,59,50,55,92,Fog-Rain-Thunderstorm,4
8/26/2013,59,46,52,92,Fog-Rain,6
8/27/2013,59,51,55,81,Rain,3
8/28/2013,60,46,53,84,Rain,3
8/29/2013,53,48,50,89,Rain,5
8/30/2013,53,46,50,78,Rain,3
8/31/2013,59,44,52,69,NA,2
9/1/2013,60,44,52,72,NA,3
9/2/2013,60,44,52,73,NA,3
9/3/2013,59,42,50,81,NA,4
9/4/2013,59,44,52,84,Rain,6
9/5/2013,59,46,52,76,Rain,6
9/6/2013,55,39,47,72,NA,5
9/7/2013,60,53,56,88,Rain,7
9/8/2013,60,53,56,87,Rain,6
9/9/2013,59,53,56,78,Rain,5
9/10/2013,60,48,54,76,Rain,4
9/11/2013,68,53,60,79,Rain,7
9/12/2013,62,57,60,94,Rain,7
9/13/2013,62,53,58,87,Rain,6
9/14/2013,59,51,55,82,Rain,6
9/15/2013,57,46,52,72,Rain,5
9/16/2013,60,46,53,78,NA,7
9/17/2013,62,48,56,75,NA,6
9/18/2013,57,37,47,68,NA,2
9/19/2013,59,46,52,81,Rain,7
9/20/2013,66,57,62,90,Rain,6
9/21/2013,64,59,62,93,Rain,7
9/22/2013,68,53,60,83,Rain-Thunderstorm,6
9/23/2013,66,53,60,85,NA,5
9/24/2013,62,55,58,92,Rain,7
9/25/2013,60,57,58,93,Rain,7
9/26/2013,62,57,60,83,Rain,7
9/27/2013,66,57,62,85,Rain,7
9/28/2013,62,55,58,74,Rain,7
9/29/2013,64,55,60,66,Rain,6
9/30/2013,60,53,56,83,Rain,6
10/1/2013,62,55,58,78,NA,5
10/2/2013,62,48,55,82,NA,2
10/3/2013,62,53,58,77,NA,7
10/4/2013,64,48,56,92,Rain,7
10/5/2013,66,57,62,89,Rain,7
10/6/2013,68,53,60,81,NA,5
10/7/2013,64,53,58,83,NA,3
10/8/2013,66,50,58,86,Rain,5
10/9/2013,62,51,56,70,Rain,6
10/10/2013,60,48,54,76,Rain,5
10/11/2013,62,57,60,88,Rain-Hail,7
10/12/2013,60,53,56,76,Rain,6
10/13/2013,64,55,60,76,NA,6
10/14/2013,66,55,60,78,NA,6
10/15/2013,68,51,60,79,Rain,6
10/16/2013,62,51,56,69,Rain,3
10/17/2013,64,55,60,82,Rain,4
10/18/2013,66,48,57,83,NA,3
10/19/2013,64,55,60,78,Rain,5
10/20/2013,62,50,56,76,NA,6
10/21/2013,62,53,58,72,NA,7
10/22/2013,66,51,58,75,NA,5
10/23/2013,64,59,62,89,Rain,7
10/24/2013,68,59,64,76,NA,6
10/25/2013,71,57,64,77,Rain,6
10/26/2013,66,53,60,69,Rain,2
10/27/2013,66,48,57,77,Rain,5
10/28/2013,62,55,58,68,NA,4
10/29/2013,62,51,56,66,Rain,5
10/30/2013,66,51,58,65,Rain,4
10/31/2013,71,57,64,74,Rain,5
11/1/2013,66,55,60,74,Rain,6
11/2/2013,62,53,58,66,Rain,4
11/3/2013,64,53,58,77,Rain,5
11/4/2013,68,51,60,78,NA,4
11/5/2013,66,55,60,82,Rain,5
11/6/2013,66,53,60,78,Rain,4
11/7/2013,66,53,60,89,Rain,6
11/8/2013,66,51,58,88,Rain,5
11/9/2013,66,59,62,80,NA,8
11/10/2013,64,59,62,81,NA,8
11/11/2013,66,59,62,88,Rain,7
11/12/2013,69,59,64,77,NA,7
11/13/2013,68,51,60,66,NA,4
11/14/2013,68,50,59,79,NA,3
11/15/2013,68,50,59,82,NA,3
11/16/2013,69,53,61,79,NA,4
11/17/2013,69,59,64,82,NA,2
11/18/2013,71,57,64,76,NA,3
11/19/2013,75,60,68,76,Rain-Thunderstorm,5
11/20/2013,73,57,65,76,Rain,5
11/21/2013,75,59,67,76,Rain,4
11/22/2013,77,55,66,79,NA,4
11/23/2013,78,57,68,78,NA,4
11/24/2013,71,60,66,80,NA,5
11/25/2013,73,60,66,71,NA,6
11/26/2013,77,62,70,82,Rain,5
11/27/2013,73,60,66,86,Rain,6
11/28/2013,71,60,66,82,Rain,5
11/29/2013,71,60,66,78,Rain,5
11/30/2013,75,62,68,78,Rain,6
12/1/2013,68,59,64,63,NA,3
12/2/2013,73,51,62,69,NA,4
12/3/2013,71,57,64,78,Rain,5
12/4/2013,66,62,64,94,Rain,7
12/5/2013,71,64,68,95,Rain,7
12/6/2013,73,62,68,79,Rain,5
12/7/2013,71,60,66,81,Rain,4
12/8/2013,69,57,63,82,Rain,5
12/9/2013,69,59,64,77,Rain,4
12/10/2013,68,59,64,68,NA,7
12/11/2013,68,57,62,74,NA,4
12/12/2013,71,57,64,79,Rain,1
12/13/2013,77,59,68,78,NA,3
12/14/2013,77,59,68,80,Thunderstorm,2
12/15/2013,77,60,68,80,Fog-Thunderstorm,4
12/16/2013,77,59,68,76,NA,1
12/17/2013,73,62,68,77,Rain,2
12/18/2013,69,62,66,68,Rain,5
12/19/2013,69,60,64,68,Rain,4
12/20/2013,71,55,63,69,NA,3
12/21/2013,69,59,64,72,NA,4
12/22/2013,68,60,64,70,Rain,4
12/23/2013,69,57,63,67,NA,2
12/24/2013,71,59,65,66,NA,5
12/25/2013,68,60,64,83,Rain,6
12/26/2013,69,59,64,74,Rain,4
12/27/2013,71,57,64,78,NA,3
12/28/2013,71,57,64,80,Rain,5
12/29/2013,73,60,66,88,Rain,6
12/30/2013,73,60,66,86,Rain,5
12/31/2013,69,59,64,64,NA,5
1/1/2014,75,53,64,78,Rain,4
1/2/2014,73,60,66,71,NA,6
1/3/2014,78,59,68,76,NA,4
1/4/2014,78,66,72,81,Rain,5
1/5/2014,75,64,70,81,Rain,6
1/6/2014,71,60,66,64,NA,4
1/7/2014,77,53,65,77,Rain,5
1/8/2014,73,62,68,69,Rain,4
1/9/2014,68,57,62,70,Rain,3
1/10/2014,71,55,63,74,NA,1
1/11/2014,71,59,65,71,NA,7
1/12/2014,71,59,65,77,Rain,7
1/13/2014,75,64,70,68,Rain,5
1/14/2014,69,62,66,65,NA,6
1/15/2014,71,59,65,67,NA,5
1/16/2014,69,60,64,73,NA,7
1/17/2014,69,62,66,74,Rain,7
1/18/2014,71,59,65,62,NA,7
1/19/2014,73,53,63,75,NA,4
1/20/2014,71,62,66,81,Rain,6
1/21/2014,69,64,66,89,Rain,7
1/22/2014,77,64,70,77,Rain,6
1/23/2014,69,60,64,69,Rain,5
1/24/2014,71,60,66,67,Rain,4
1/25/2014,75,55,65,71,NA,3
1/26/2014,75,64,70,86,Rain,6
1/27/2014,68,59,64,67,NA,3
1/28/2014,69,55,62,68,NA,4
1/29/2014,71,53,62,78,NA,2
1/30/2014,71,62,66,73,NA,6
1/31/2014,77,57,67,75,NA,3
2/1/2014,73,57,65,68,NA,3
2/2/2014,78,59,68,59,NA,4
2/3/2014,77,59,68,71,NA,4
2/4/2014,73,60,66,77,NA,5
2/5/2014,73,62,68,78,Rain,6
2/6/2014,77,64,70,72,NA,6
2/7/2014,75,66,70,76,Rain,7
2/8/2014,73,66,70,88,Rain,6
2/9/2014,75,66,70,80,NA,7
2/10/2014,73,64,68,68,NA,5
2/11/2014,71,64,68,74,NA,7
2/12/2014,71,57,64,75,Rain,6
2/13/2014,71,62,66,69,Rain,6
2/14/2014,71,60,66,74,Rain,6
2/15/2014,73,57,65,76,Rain,5
2/16/2014,80,57,68,75,NA,3
2/17/2014,80,59,70,71,NA,5
2/18/2014,82,66,74,70,NA,5
2/19/2014,77,66,72,78,Rain,6
2/20/2014,77,64,70,80,Rain,6
2/21/2014,78,69,74,70,Rain,4
2/22/2014,77,68,72,88,Rain,7
2/23/2014,73,62,68,73,Rain,6
2/24/2014,71,57,64,59,NA,4
2/25/2014,71,55,63,74,NA,6
2/26/2014,77,55,66,79,NA,6
2/27/2014,NA,NA,NA,NA,NA,NA
2/28/2014,75,62,68,68,Rain,4
3/1/2014,68,60,64,60,Rain,5
3/2/2014,69,57,63,69,Rain,5
3/3/2014,71,57,64,78,Rain,5
3/4/2014,68,55,62,60,Rain,4
3/5/2014,68,55,62,69,Rain,5
3/6/2014,69,53,61,70,NA,NA
3/7/2014,73,53,63,82,NA,1
3/8/2014,73,53,63,78,Fog,4
3/9/2014,71,60,66,74,NA,6
3/10/2014,77,55,66,79,Rain,5
3/11/2014,73,57,65,82,Fog,4
3/12/2014,73,60,66,76,NA,6
3/13/2014,77,55,66,71,NA,5
3/14/2014,73,57,65,75,Rain,4
3/15/2014,71,66,68,87,Rain,6
3/16/2014,77,64,70,85,Rain,7
3/17/2014,73,62,68,80,NA,3
3/18/2014,75,59,67,85,Rain,5
3/19/2014,73,62,68,74,NA,7
3/20/2014,71,55,63,80,NA,4
3/21/2014,77,59,68,73,Rain,5
3/22/2014,73,55,64,66,NA,4
3/23/2014,71,57,64,81,Rain,5
3/24/2014,73,55,64,84,NA,5
3/25/2014,71,57,64,82,Fog-Rain,5
3/26/2014,68,60,64,68,Rain,6
3/27/2014,69,59,64,71,NA,5
3/28/2014,69,55,62,81,NA,4
3/29/2014,69,57,63,78,NA,7
3/30/2014,71,53,62,82,NA,NA
3/31/2014,77,55,66,81,NA,NA
4/1/2014,73,53,63,88,Fog,5
4/2/2014,75,57,66,84,Rain,6
4/3/2014,69,57,63,87,Fog-Rain,5
4/4/2014,71,57,64,87,Rain,5
4/5/2014,71,57,64,84,NA,3
4/6/2014,71,62,66,84,NA,2
4/7/2014,71,59,65,87,NA,4
4/8/2014,71,62,66,86,NA,6
4/9/2014,73,64,68,85,Rain,7
4/10/2014,75,62,68,84,NA,5
4/11/2014,69,62,66,89,Rain,5
4/12/2014,71,57,65,76,Rain,3
4/13/2014,73,51,62,80,NA,4
4/14/2014,71,60,66,83,Rain,6
4/15/2014,71,64,68,74,Rain,6
4/16/2014,71,62,68,80,Rain,6
4/17/2014,75,62,68,89,Rain,6
4/18/2014,75,64,70,85,Rain,4
4/19/2014,73,60,66,86,Rain,5
4/20/2014,68,59,64,91,Rain,5
4/21/2014,68,59,64,80,Rain,5
4/22/2014,68,57,62,77,Rain,5
4/23/2014,66,53,60,75,Rain,5
4/24/2014,69,50,60,88,Rain,5
4/25/2014,71,57,64,86,NA,4
4/26/2014,66,57,62,75,Rain,5
4/27/2014,66,48,57,78,NA,4
4/28/2014,64,53,58,72,Rain,5
4/29/2014,64,51,58,79,Rain,6
4/30/2014,62,48,55,84,NA,5
5/1/2014,64,46,55,88,NA,1
5/2/2014,64,46,55,88,Fog,4
5/3/2014,68,48,58,87,Fog,5
5/4/2014,69,50,60,87,NA,4
5/5/2014,66,59,62,91,Rain,6
5/6/2014,69,59,64,89,Rain,6
5/7/2014,69,57,63,89,Rain,5
5/8/2014,68,57,62,89,Rain,5
5/9/2014,66,53,60,88,Rain,4
5/10/2014,64,50,57,86,NA,4
5/11/2014,64,46,55,86,Fog,4
5/12/2014,66,50,58,86,Fog,6
5/13/2014,64,51,58,82,Rain,5
5/14/2014,59,51,55,88,Rain,6
5/15/2014,60,51,56,78,Rain,4
5/16/2014,60,46,53,84,NA,1
5/17/2014,62,42,52,90,Fog,6
5/18/2014,62,48,55,92,Fog,5
5/19/2014,64,50,57,93,Fog,3
5/20/2014,64,48,56,89,Fog,4
5/21/2014,64,51,58,89,Rain,5
5/22/2014,64,55,60,71,Rain,6
5/23/2014,64,55,60,79,Rain,6
5/24/2014,68,60,64,81,Rain,6
5/25/2014,66,59,62,85,Rain,6
5/26/2014,59,46,54,73,Rain,6
5/27/2014,53,39,46,72,NA,NA
5/28/2014,55,35,45,76,NA,6
5/29/2014,59,44,52,88,Rain,6
5/30/2014,62,53,58,91,Rain,6
5/31/2014,59,48,54,83,Rain,6
6/1/2014,59,42,50,85,NA,6
6/2/2014,57,50,54,85,Rain,6
6/3/2014,62,48,55,87,NA,6
6/4/2014,64,48,56,83,NA,5
6/5/2014,60,46,53,90,NA,5
6/6/2014,62,46,54,91,Fog,6
6/7/2014,64,50,57,86,Fog,5
6/8/2014,66,48,57,89,Fog-Rain,4
6/9/2014,64,59,62,89,Rain,7
6/10/2014,60,55,58,93,Rain,7
6/11/2014,66,51,58,88,Rain,5
6/12/2014,62,50,56,87,Rain,5
6/13/2014,60,50,55,79,NA,NA
6/14/2014,60,44,52,83,NA,NA
6/15/2014,62,42,52,90,Fog,3
6/16/2014,60,48,54,92,Rain,6
6/17/2014,64,57,60,91,Rain,5
6/18/2014,60,53,56,82,Rain,4
6/19/2014,59,53,56,80,Rain,5
6/20/2014,59,51,55,76,Rain,5
6/21/2014,62,48,55,85,Rain,5
6/22/2014,62,48,55,89,Rain,5
6/23/2014,60,41,50,93,Fog,5
6/24/2014,62,51,56,84,Fog-Rain,6
6/25/2014,62,57,60,91,Rain-Hail,6
6/26/2014,66,57,62,90,Fog-Rain,6
6/27/2014,59,50,54,87,Rain,4
6/28/2014,60,51,56,77,Rain,5
6/29/2014,59,42,50,81,NA,6
6/30/2014,60,55,58,91,Rain,6
7/1/2014,60,50,55,90,Rain,5
7/2/2014,55,46,50,78,Rain,5
7/3/2014,55,44,50,79,Rain,4
7/4/2014,53,44,48,84,Rain,5
7/5/2014,60,55,58,81,Rain,6
7/6/2014,60,48,54,82,Rain,6
7/7/2014,59,50,54,83,Rain,6
7/8/2014,57,53,55,75,Rain,5
7/9/2014,59,55,57,75,Rain,6
7/10/2014,60,57,58,77,Rain,7
7/11/2014,62,55,58,76,Rain,5
7/12/2014,59,51,55,93,Rain,6
7/13/2014,60,48,54,94,Rain,5
7/14/2014,53,44,48,98,Fog,5
7/15/2014,57,44,50,87,Fog,1
7/16/2014,53,41,47,77,NA,5
7/17/2014,53,41,47,77,NA,5
7/18/2014,51,35,43,83,NA,1
7/19/2014,55,37,46,87,Fog-Rain,6
7/20/2014,57,48,54,83,Rain,7
7/21/2014,55,46,50,85,Rain,6
7/22/2014,51,39,45,74,Rain,5
7/23/2014,57,35,46,82,Rain,3
7/24/2014,55,39,47,90,Fog-Rain,4
7/25/2014,57,50,54,83,Rain,5
7/26/2014,57,42,50,83,Rain,4
7/27/2014,55,42,50,87,Rain,6
7/28/2014,57,37,47,87,NA,3
7/29/2014,60,41,50,85,Rain,5
7/30/2014,62,51,56,89,Rain,6
7/31/2014,64,51,58,90,NA,4
8/1/2014,62,46,54,95,Fog,5
8/2/2014,66,59,62,90,Rain,6
8/3/2014,60,51,56,93,Rain,6
8/4/2014,59,42,50,85,Fog-Rain,4
8/5/2014,59,48,54,79,Rain,6
8/6/2014,57,50,54,76,Rain,6
8/7/2014,57,50,54,75,Rain,7
8/8/2014,57,50,54,79,Rain,5
8/9/2014,53,42,48,69,Rain,4
8/10/2014,57,39,48,82,Rain,6
8/11/2014,60,42,51,80,Rain,6
8/12/2014,57,48,52,82,Rain,5
8/13/2014,55,46,50,77,Rain,4
8/14/2014,55,46,52,78,Rain,5
8/15/2014,55,46,50,74,Rain,6
8/16/2014,57,50,54,83,NA,7
8/17/2014,59,50,54,83,NA,7
8/18/2014,57,48,54,81,NA,6
8/19/2014,59,46,52,90,Rain,5
8/20/2014,60,53,56,95,Rain,6
8/21/2014,59,48,54,83,Rain,6
8/22/2014,55,41,48,66,NA,3
8/23/2014,59,46,52,78,NA,1
8/24/2014,59,42,50,83,NA,NA
8/25/2014,59,41,50,82,NA,6
8/26/2014,59,44,52,76,NA,6
8/27/2014,57,46,52,80,Rain,7
8/28/2014,59,48,54,76,Rain,5
8/29/2014,60,48,54,73,NA,5
8/30/2014,57,51,54,81,Rain,6
8/31/2014,57,50,54,87,Rain,7
9/1/2014,53,48,50,97,Rain,7
9/2/2014,62,51,56,85,Rain,5
9/3/2014,62,50,56,91,NA,6
9/4/2014,64,50,57,89,Rain,5
9/5/2014,66,53,60,90,Rain,6
9/6/2014,62,53,58,86,Rain,6
9/7/2014,66,50,58,79,NA,2
9/8/2014,60,50,55,80,Rain,7
