date,max_temp,min_temp,mean_temp,mean_rh,events,cloud_cover
9/9/2014,62,44,53,82,NA,5
9/10/2014,62,50,56,78,NA,6
9/11/2014,64,46,55,84,NA,4
9/12/2014,60,53,56,95,Rain,6
9/13/2014,62,55,58,94,Rain,7
9/14/2014,59,53,56,84,Rain,6
9/15/2014,60,51,56,80,Rain,4
9/16/2014,62,51,56,84,Rain,5
9/17/2014,60,51,56,75,Rain,5
9/18/2014,62,46,54,91,Rain,5
9/19/2014,62,50,56,84,Rain-Hail-Thunderstorm,5
9/20/2014,60,48,54,83,Rain,5
9/21/2014,55,44,50,83,Rain,4
9/22/2014,57,46,52,74,Rain,5
9/23/2014,60,41,50,75,NA,6
9/24/2014,60,55,58,82,NA,7
9/25/2014,60,51,56,79,NA,6
9/26/2014,62,51,56,71,NA,6
9/27/2014,62,50,56,81,Rain,7
9/28/2014,66,57,62,83,Rain,6
9/29/2014,64,51,58,76,Rain,7
9/30/2014,62,50,56,80,Rain,6
10/1/2014,64,51,58,71,NA,5
10/2/2014,64,53,58,78,Rain,6
10/3/2014,62,51,56,77,Rain,6
10/4/2014,57,46,52,73,Rain,5
10/5/2014,60,51,56,76,Rain,6
10/6/2014,62,51,56,78,Rain,7
10/7/2014,60,48,55,70,Rain,6
10/8/2014,66,44,55,83,NA,5
10/9/2014,62,55,58,82,Rain,5
10/10/2014,64,51,58,79,NA,4
10/11/2014,64,50,57,81,NA,3
10/12/2014,62,55,58,79,NA,6
10/13/2014,64,53,60,76,NA,6
10/14/2014,66,51,58,84,NA,5
10/15/2014,66,53,60,83,NA,5
10/16/2014,68,50,59,84,NA,6
10/17/2014,69,55,62,78,Rain,6
10/18/2014,64,57,60,93,Rain,7
10/19/2014,64,55,60,82,Rain,6
10/20/2014,60,55,58,75,Rain,5
10/21/2014,64,55,60,80,Rain,7
10/22/2014,64,55,60,82,Rain,7
10/23/2014,66,57,62,81,Rain,5
10/24/2014,62,51,58,74,Rain,6
10/25/2014,60,42,51,61,NA,1
10/26/2014,62,50,56,73,NA,6
10/27/2014,66,55,60,75,Rain,6
10/28/2014,68,57,62,95,Rain,7
10/29/2014,64,57,60,88,Rain,6
10/30/2014,62,48,55,75,Rain-Thunderstorm,7
10/31/2014,64,55,60,75,Rain,6
11/1/2014,66,57,62,83,Rain,5
11/2/2014,69,59,64,78,NA,6
11/3/2014,64,53,58,83,Rain,6
11/4/2014,62,50,56,75,Rain,6
11/5/2014,60,50,55,78,Rain,5
11/6/2014,59,48,54,71,Rain,3
11/7/2014,62,50,56,66,Rain,3
11/8/2014,62,50,56,72,NA,2
11/9/2014,64,46,55,78,NA,NA
11/10/2014,66,50,58,79,NA,4
11/11/2014,66,55,62,82,Rain,6
11/12/2014,60,51,56,74,Rain,5
11/13/2014,60,48,54,74,Rain,4
11/14/2014,62,53,58,75,Rain,6
11/15/2014,64,57,60,79,Rain,7
11/16/2014,64,55,60,74,Rain,4
11/17/2014,69,50,60,89,Rain,7
11/18/2014,66,57,62,77,Rain,6
11/19/2014,66,53,60,75,Rain,4
11/20/2014,62,53,58,69,Rain,4
11/21/2014,66,55,60,74,NA,4
11/22/2014,69,59,64,85,Rain,7
11/23/2014,66,59,62,80,Rain,6
11/24/2014,66,57,62,89,Rain,7
11/25/2014,71,62,66,91,Rain,7
11/26/2014,68,59,64,85,NA,6
11/27/2014,68,57,62,72,NA,2
11/28/2014,68,55,62,79,Rain,5
11/29/2014,64,53,58,68,Rain,4
11/30/2014,66,57,62,69,Rain,6
12/1/2014,62,53,58,69,Rain,6
12/2/2014,64,50,57,65,Rain,3
12/3/2014,66,50,58,73,NA,3
12/4/2014,68,57,62,68,NA,7
12/5/2014,71,59,65,79,NA,6
12/6/2014,71,59,65,81,Rain,7
12/7/2014,71,59,65,81,Rain,5
12/8/2014,71,62,66,86,Rain,7
12/9/2014,69,62,66,87,Rain,7
12/10/2014,75,62,68,81,Rain,6
12/11/2014,69,62,66,91,Rain,7
12/12/2014,64,60,62,77,Rain,6
12/13/2014,64,57,62,77,Rain,6
12/14/2014,64,57,60,88,Rain,7
12/15/2014,66,59,62,73,Rain,7
12/16/2014,64,59,62,73,Rain,8
12/17/2014,69,60,64,91,Rain-Thunderstorm,7
12/18/2014,71,62,66,85,Rain,7
12/19/2014,77,59,68,81,Fog,4
12/20/2014,71,62,66,96,Rain,7
12/21/2014,73,64,68,87,Rain,6
12/22/2014,71,60,66,76,NA,2
12/23/2014,75,57,66,77,NA,2
12/24/2014,73,62,68,75,NA,6
12/25/2014,71,59,65,73,NA,5
12/26/2014,73,59,66,69,NA,5
12/27/2014,73,59,66,73,NA,3
12/28/2014,73,59,66,77,Rain,5
12/29/2014,77,62,70,70,NA,6
12/30/2014,75,57,66,71,NA,3
12/31/2014,73,62,68,76,Rain,6
1/1/2015,69,60,64,71,Rain,5
1/2/2015,73,53,63,76,NA,4
1/3/2015,71,57,64,79,NA,5
1/4/2015,77,59,68,82,NA,2
1/5/2015,75,59,67,82,NA,6
1/6/2015,75,57,66,76,NA,4
1/7/2015,75,60,68,75,NA,3
1/8/2015,78,59,68,74,NA,5
1/9/2015,75,64,70,74,Rain,6
1/10/2015,77,60,68,80,NA,4
1/11/2015,75,64,70,71,NA,3
1/12/2015,77,66,72,77,NA,5
1/13/2015,75,64,70,73,NA,5
1/14/2015,75,60,68,71,NA,5
1/15/2015,78,60,69,74,NA,4
1/16/2015,78,62,70,69,NA,4
1/17/2015,77,64,70,84,Rain,7
1/18/2015,77,64,70,73,Rain,6
1/19/2015,78,64,71,74,Rain,5
1/20/2015,77,62,70,75,NA,3
1/21/2015,75,62,68,64,NA,4
1/22/2015,78,57,68,68,NA,3
1/23/2015,77,62,70,66,NA,5
1/24/2015,78,64,71,67,NA,5
1/25/2015,80,60,70,73,NA,5
1/26/2015,78,62,70,67,NA,6
1/27/2015,78,64,71,71,NA,6
1/28/2015,78,66,72,70,Rain,5
1/29/2015,82,64,73,71,NA,5
1/30/2015,82,64,73,73,NA,5
1/31/2015,75,68,72,84,Rain,6
2/1/2015,75,68,72,84,Rain,6
2/2/2015,82,66,74,77,Rain,5
2/3/2015,78,68,73,77,Rain,5
2/4/2015,69,60,64,84,Rain,5
2/5/2015,71,62,66,72,Rain,6
2/6/2015,69,60,64,69,Rain,6
2/7/2015,71,60,66,63,Rain,6
2/8/2015,71,62,66,73,NA,7
2/9/2015,75,64,70,76,NA,8
2/10/2015,77,64,70,75,Rain,6
2/11/2015,73,59,66,56,NA,6
2/12/2015,73,60,66,67,NA,7
2/13/2015,75,60,68,73,NA,7
2/14/2015,77,59,68,75,Rain,5
2/15/2015,73,60,66,72,Rain,5
2/16/2015,75,59,67,81,Rain,5
2/17/2015,75,57,66,76,NA,3
2/18/2015,75,59,67,77,NA,2
2/19/2015,75,57,66,76,Rain,2
2/20/2015,77,64,70,78,Rain,5
2/21/2015,77,62,70,84,Rain,6
2/22/2015,73,66,70,81,NA,6
2/23/2015,77,62,70,76,Rain,6
2/24/2015,73,62,68,73,Rain,6
2/25/2015,77,57,67,78,NA,1
2/26/2015,77,60,68,76,NA,3
2/27/2015,77,59,68,78,Thunderstorm,3
2/28/2015,77,59,68,77,NA,2
3/1/2015,80,60,70,74,NA,4
3/2/2015,78,62,70,74,NA,2
3/3/2015,77,62,70,74,Rain,4
3/4/2015,78,66,72,75,Rain,5
3/5/2015,78,62,70,80,NA,4
3/6/2015,77,64,72,84,Rain,6
3/7/2015,78,62,70,79,Rain,6
3/8/2015,73,62,68,71,Rain,6
3/9/2015,71,60,66,75,Rain,6
3/10/2015,75,60,68,76,NA,4
3/11/2015,75,59,67,78,NA,4
3/12/2015,78,64,71,80,NA,5
3/13/2015,78,60,69,76,NA,5
3/14/2015,82,60,71,77,NA,4
3/15/2015,73,62,68,80,Rain,4
3/16/2015,73,62,68,87,Rain,5
3/17/2015,71,62,66,76,Rain,4
3/18/2015,71,57,64,72,Rain,7
3/19/2015,71,55,63,74,Rain,6
3/20/2015,71,53,62,79,NA,4
3/21/2015,71,60,66,71,Rain,7
3/22/2015,73,57,65,70,NA,4
3/23/2015,71,59,65,71,Rain,6
3/24/2015,71,59,65,82,Rain,6
3/25/2015,75,57,66,82,Rain,4
3/26/2015,73,60,66,84,Rain,6
3/27/2015,75,60,68,89,Fog-Rain,7
3/28/2015,73,64,68,91,Rain,7
3/29/2015,73,62,68,84,Rain,5
3/30/2015,71,62,66,77,Rain,3
3/31/2015,71,62,66,70,NA,4
4/1/2015,71,53,62,79,NA,3
4/2/2015,71,53,62,85,NA,4
4/3/2015,69,57,63,80,Fog,3
4/4/2015,71,55,63,80,NA,4
4/5/2015,69,59,64,87,Rain,7
4/6/2015,73,60,66,81,NA,4
4/7/2015,73,60,66,80,NA,2
4/8/2015,75,60,68,79,NA,7
4/9/2015,71,66,68,87,Rain,5
4/10/2015,77,64,70,86,Rain,5
4/11/2015,69,59,64,79,Rain,4
4/12/2015,66,57,62,71,Rain,7
4/13/2015,66,51,58,84,Rain,6
4/14/2015,59,48,54,79,Rain,5
4/15/2015,64,46,55,75,Rain,5
4/16/2015,64,53,58,75,NA,6
4/17/2015,64,48,56,76,Rain,7
4/18/2015,62,53,58,87,Rain,6
4/19/2015,71,53,62,82,NA,3
4/20/2015,71,51,61,85,Fog,2
4/21/2015,69,51,60,89,Fog,1
4/22/2015,66,53,60,93,Fog,1
4/23/2015,68,55,62,90,Fog-Rain,5
4/24/2015,71,53,62,79,NA,4
4/25/2015,68,51,60,80,NA,5
4/26/2015,69,57,63,77,Rain,4
4/27/2015,71,64,68,89,Rain,7
4/28/2015,64,57,60,79,Rain-Thunderstorm,3
4/29/2015,64,53,58,78,Rain,4
4/30/2015,60,57,58,74,Rain,7
5/1/2015,64,46,55,83,NA,5
5/2/2015,62,50,56,79,Rain,7
5/3/2015,62,50,56,74,NA,8
5/4/2015,66,48,57,83,NA,6
5/5/2015,68,53,60,84,NA,3
5/6/2015,69,55,62,85,Rain,4
5/7/2015,71,62,66,91,Rain,5
5/8/2015,64,57,60,97,Rain,6
5/9/2015,66,55,60,86,NA,4
5/10/2015,66,55,60,80,Fog-Rain,4
5/11/2015,68,50,59,86,Fog,3
5/12/2015,62,57,60,82,Rain,6
5/13/2015,66,53,60,71,Rain,4
5/14/2015,66,53,60,85,Rain,6
5/15/2015,60,51,56,85,Rain,5
5/16/2015,60,48,54,78,Fog-Rain,3
5/17/2015,60,46,53,87,Rain,5
5/18/2015,60,46,53,85,Rain,6
5/19/2015,62,51,56,82,Rain,6
5/20/2015,60,44,52,87,Fog,6
5/21/2015,62,51,56,89,Rain,6
5/22/2015,62,51,56,81,Rain,3
5/23/2015,60,51,56,95,Rain,7
5/24/2015,59,53,56,77,Rain,5
5/25/2015,57,48,52,73,Rain,6
5/26/2015,57,51,54,78,Rain,5
5/27/2015,57,44,50,83,Rain,5
5/28/2015,57,41,49,80,NA,3
5/29/2015,57,39,48,91,Fog-Rain,4
5/30/2015,62,42,52,85,Fog,2
5/31/2015,62,51,56,90,Rain,6
6/1/2015,62,53,58,89,Rain,6
6/2/2015,68,53,60,91,Rain-Thunderstorm,5
6/3/2015,60,51,56,87,Rain-Hail,5
6/4/2015,60,53,56,88,Rain,5
6/5/2015,59,51,55,93,Fog-Rain,6
6/6/2015,59,46,52,94,Fog,6
6/7/2015,57,44,50,91,Fog-Rain,5
6/8/2015,60,42,51,91,Fog,4
6/9/2015,60,46,53,93,Fog,6
6/10/2015,62,51,56,77,Rain,6
6/11/2015,59,53,56,82,Rain,5
6/12/2015,60,51,56,74,Rain,6
6/13/2015,59,55,57,70,Rain,7
6/14/2015,60,53,58,83,Rain,5
6/15/2015,60,51,56,82,Rain,6
6/16/2015,55,41,48,68,Rain,3
6/17/2015,57,37,47,82,NA,6
6/18/2015,59,51,55,76,NA,7
6/19/2015,64,53,58,81,NA,6
6/20/2015,62,59,60,90,Rain,6
6/21/2015,59,50,54,78,Rain,6
6/22/2015,55,42,48,76,Rain,5
6/23/2015,50,37,44,72,NA,NA
6/24/2015,51,37,44,82,NA,2
6/25/2015,55,39,47,81,NA,5
6/26/2015,59,50,54,82,Rain,6
6/27/2015,59,53,56,78,Rain,5
6/28/2015,59,51,55,84,Rain,4
6/29/2015,59,51,55,82,Rain,5
6/30/2015,59,51,55,90,Rain,4
7/1/2015,59,50,54,84,Rain,4
7/2/2015,57,44,50,87,Rain,5
7/3/2015,60,44,52,89,Rain,6
7/4/2015,60,55,58,94,Rain,6
7/5/2015,57,53,55,84,Rain,5
7/6/2015,60,53,56,86,Rain,4
7/7/2015,62,51,56,91,Rain,7
7/8/2015,53,42,48,86,Rain,5
7/9/2015,50,39,44,66,NA,5
7/10/2015,50,39,44,70,NA,3
7/11/2015,53,35,44,82,NA,1
7/12/2015,51,35,43,85,NA,NA
7/13/2015,57,35,46,86,Fog,3
7/14/2015,57,44,50,78,Rain,4
7/15/2015,59,55,57,89,Rain,6
7/16/2015,59,50,54,95,Rain,4
7/17/2015,59,44,52,88,Rain,4
7/18/2015,60,44,52,91,Rain,6
7/19/2015,55,50,52,77,Rain,5
7/20/2015,57,50,54,82,Rain,5
7/21/2015,57,39,48,71,NA,6
7/22/2015,57,42,50,85,NA,5
7/23/2015,53,39,46,93,Fog,6
7/24/2015,55,44,50,88,Rain,7
7/25/2015,57,41,49,88,Fog-Rain,5
7/26/2015,59,50,54,92,Rain,7
7/27/2015,60,53,56,96,Rain,5
7/28/2015,60,48,54,88,Rain-Thunderstorm,4
7/29/2015,55,50,52,82,Rain,5
7/30/2015,53,41,47,72,NA,4
7/31/2015,57,44,50,87,Rain,6
8/1/2015,60,48,54,81,Rain,6
8/2/2015,60,50,55,91,Rain,6
8/3/2015,64,50,57,88,NA,4
8/4/2015,64,51,58,86,Rain,6
8/5/2015,59,51,55,97,Rain,7
8/6/2015,59,50,54,88,Rain,6
8/7/2015,55,50,52,84,Rain,6
8/8/2015,55,44,50,72,Rain,4
8/9/2015,53,41,48,85,Rain,5
8/10/2015,53,39,46,81,Rain,7
8/11/2015,51,39,45,76,NA,2
8/12/2015,53,39,46,79,NA,2
8/13/2015,57,35,46,83,NA,4
8/14/2015,59,51,55,83,Rain-Hail,6
8/15/2015,59,48,54,93,Rain,5
8/16/2015,59,50,54,85,Rain,5
8/17/2015,62,42,52,81,NA,4
8/18/2015,59,48,54,88,Rain,6
8/19/2015,59,50,54,88,Rain,5
8/20/2015,57,48,54,81,Rain,5
8/21/2015,55,41,48,81,Fog,3
8/22/2015,57,42,50,84,Rain,7
8/23/2015,60,48,54,81,NA,6
8/24/2015,62,48,55,81,NA,5
8/25/2015,59,51,55,87,Rain,7
8/26/2015,59,48,54,72,NA,5
8/27/2015,60,42,51,81,NA,4
8/28/2015,60,41,50,85,NA,5
8/29/2015,59,41,50,86,Fog-Rain,6
8/30/2015,62,53,58,97,Rain,7
8/31/2015,59,55,57,98,Fog-Rain,7
9/1/2015,64,53,58,91,Rain,6
9/2/2015,64,51,58,85,Rain,4
9/3/2015,59,51,55,85,Rain,6
9/4/2015,57,50,54,82,Rain,7
9/5/2015,59,50,54,82,Rain,6
9/6/2015,57,48,52,75,Rain,5
9/7/2015,57,50,54,73,Rain,5
9/8/2015,59,51,55,67,Rain,7
9/9/2015,59,48,54,78,Rain,6
9/10/2015,57,50,54,89,Rain,6
9/11/2015,55,48,52,75,Rain,5
9/12/2015,55,46,50,73,Rain,4
9/13/2015,59,50,55,82,NA,6
9/14/2015,60,44,52,92,Fog,4
9/15/2015,57,51,54,82,Rain,7
9/16/2015,59,53,56,79,Rain,7
9/17/2015,68,46,57,75,NA,5
9/18/2015,64,51,58,88,Rain,5
9/19/2015,60,51,56,84,Rain,6
9/20/2015,57,46,52,86,Rain-Hail,5
9/21/2015,57,48,52,76,Rain,6
9/22/2015,57,48,52,80,Rain,5
9/23/2015,59,51,55,85,Rain,7
9/24/2015,64,51,58,86,Rain,5
9/25/2015,64,51,58,77,Rain,5
9/26/2015,64,50,57,69,Rain,6
9/27/2015,62,44,53,73,Rain,5
9/28/2015,60,50,55,81,Rain,6
9/29/2015,62,44,53,78,NA,3
9/30/2015,64,44,54,80,NA,2
10/1/2015,66,50,58,78,NA,5
10/2/2015,66,51,58,85,Rain,6
10/3/2015,60,51,56,82,Rain,6
10/4/2015,60,53,56,80,NA,7
10/5/2015,60,53,56,74,NA,7
10/6/2015,62,51,56,77,NA,6
10/7/2015,62,53,58,78,NA,6
10/8/2015,60,53,56,75,Rain,6
10/9/2015,60,46,53,71,Rain,6
10/10/2015,60,50,55,78,Rain,6
10/11/2015,62,55,58,73,NA,7
10/12/2015,64,55,60,80,Rain,5
10/13/2015,64,51,58,79,Rain,5
10/14/2015,62,55,58,84,Rain,6
10/15/2015,60,55,58,72,NA,6
10/16/2015,60,55,58,73,NA,8
10/17/2015,62,55,58,75,Rain,7
10/18/2015,64,55,60,82,Rain,7
10/19/2015,60,53,56,74,Rain,5
10/20/2015,60,53,56,68,NA,5
10/21/2015,62,55,58,81,Rain,7
10/22/2015,64,55,60,79,Rain,6
10/23/2015,69,59,64,72,NA,6
10/24/2015,62,53,58,84,Rain,6
10/25/2015,60,48,54,81,NA,5
10/26/2015,64,48,56,76,NA,5
10/27/2015,64,55,60,77,NA,4
10/28/2015,66,50,58,77,NA,7
10/29/2015,64,57,60,88,Rain,7
10/30/2015,62,53,58,81,Rain,6
10/31/2015,62,53,58,70,NA,4
11/1/2015,62,51,56,69,NA,7
11/2/2015,62,50,56,82,Rain,5
11/3/2015,66,53,60,71,NA,6
11/4/2015,60,51,56,82,Rain,6
11/5/2015,62,50,56,68,NA,4
11/6/2015,64,46,55,70,NA,NA
11/7/2015,68,46,57,80,NA,1
11/8/2015,64,55,60,78,NA,4
11/9/2015,69,55,62,86,NA,6
11/10/2015,69,57,63,82,NA,5
11/11/2015,68,59,64,76,NA,6
11/12/2015,68,53,60,75,Rain-Thunderstorm,6
11/13/2015,62,44,53,58,NA,NA
11/14/2015,66,44,55,64,NA,4
11/15/2015,66,55,60,80,Rain,6
11/16/2015,64,57,60,94,Rain,7
11/17/2015,64,55,60,72,Rain,6
11/18/2015,62,51,58,71,Rain,7
11/19/2015,64,50,57,80,Rain,7
11/20/2015,68,57,62,77,Rain,6
11/21/2015,66,59,62,90,Rain,7
11/22/2015,66,59,62,83,Rain-Thunderstorm,6
11/23/2015,66,53,60,69,NA,4
11/24/2015,68,48,58,74,NA,4
11/25/2015,71,59,65,77,Rain,5
11/26/2015,73,64,68,86,Rain,6
11/27/2015,77,60,68,83,Rain,6
11/28/2015,75,60,68,88,Rain,7
11/29/2015,69,57,63,74,NA,6
11/30/2015,73,60,66,80,NA,7
12/1/2015,69,62,66,84,NA,6
12/2/2015,68,59,64,77,NA,7
12/3/2015,71,55,63,72,NA,6
12/4/2015,71,60,66,81,NA,5
12/5/2015,68,59,64,69,NA,6
12/6/2015,69,59,64,68,NA,4
12/7/2015,69,59,64,77,Rain,5
12/8/2015,66,59,62,61,NA,6
12/9/2015,68,59,64,67,Rain,6
12/10/2015,66,59,62,68,NA,7
12/11/2015,71,62,66,92,Rain,7
12/12/2015,77,62,70,76,Rain,6
12/13/2015,69,59,64,75,Rain,5
12/14/2015,66,57,62,62,NA,3
12/15/2015,68,59,64,68,Rain,6
12/16/2015,69,59,64,73,Rain,4
12/17/2015,66,55,60,66,Rain,5
12/18/2015,66,51,58,72,Rain,5
12/19/2015,69,59,64,75,NA,4
12/20/2015,69,59,64,75,NA,5
12/21/2015,71,60,66,76,NA,5
12/22/2015,73,62,68,75,NA,5
12/23/2015,71,59,65,76,Rain,6
12/24/2015,66,59,62,85,Rain,6
12/25/2015,68,57,62,79,Rain,7
12/26/2015,75,57,66,78,NA,2
12/27/2015,75,60,68,80,NA,5
12/28/2015,71,59,65,81,NA,4
12/29/2015,73,62,68,77,NA,4
12/30/2015,75,62,68,77,Rain,5
12/31/2015,78,60,69,71,NA,1
1/1/2016,68,62,65,82,Rain,6
1/2/2016,68,64,66,94,Rain,6
1/3/2016,77,66,72,91,Rain,7
1/4/2016,73,60,66,76,Rain,6
1/5/2016,69,55,62,69,NA,5
1/6/2016,69,57,63,65,NA,5
1/7/2016,71,60,66,65,Rain,7
1/8/2016,77,64,70,92,Rain,7
1/9/2016,69,64,66,81,Rain,6
1/10/2016,71,62,66,76,Rain,7
1/11/2016,75,59,67,72,NA,5
1/12/2016,69,62,66,87,Rain,6
1/13/2016,71,62,66,73,NA,5
1/14/2016,75,62,68,80,NA,5
1/15/2016,75,62,68,76,NA,4
1/16/2016,78,59,68,76,Rain,4
1/17/2016,78,66,72,80,Rain,5
1/18/2016,77,68,72,89,Rain,6
1/19/2016,75,62,68,78,Rain,5
1/20/2016,75,62,68,78,NA,4
1/21/2016,78,64,71,77,NA,5
1/22/2016,77,62,70,75,NA,5
1/23/2016,78,59,68,76,NA,3
1/24/2016,82,60,71,73,NA,1
1/25/2016,82,64,73,73,NA,4
1/26/2016,80,64,72,80,Rain,6
1/27/2016,77,69,73,91,Fog-Rain-Thunderstorm,6
1/28/2016,78,68,73,85,Fog-Rain,5
1/29/2016,77,68,72,84,Rain,6
1/30/2016,78,66,72,78,NA,4
1/31/2016,80,66,73,81,Rain-Thunderstorm,4
2/1/2016,78,68,73,78,NA,4
2/2/2016,78,66,72,77,NA,6
2/3/2016,78,66,72,77,NA,4
2/4/2016,77,64,70,65,Rain,7
2/5/2016,75,66,70,83,Rain,5
2/6/2016,78,66,72,87,Rain,7
2/7/2016,80,68,74,75,Rain,6
2/8/2016,75,66,70,78,Rain,7
2/9/2016,75,66,70,75,NA,7
2/10/2016,78,66,72,83,Rain,5
2/11/2016,78,64,71,80,NA,6
2/12/2016,78,64,71,81,Rain,4
2/13/2016,80,62,71,76,NA,3
2/14/2016,78,64,71,71,NA,5
2/15/2016,78,64,71,68,Rain,6
2/16/2016,77,66,72,79,Rain,6
2/17/2016,71,66,68,87,Rain,6
2/18/2016,78,68,73,88,Rain-Hail,6
2/19/2016,77,64,70,81,Rain,4
2/20/2016,75,59,67,74,NA,3
2/21/2016,75,66,70,75,NA,5
2/22/2016,78,60,69,77,NA,5
2/23/2016,77,62,70,74,NA,4
2/24/2016,77,60,68,79,NA,4
2/25/2016,75,57,66,77,NA,3
2/26/2016,78,60,69,77,NA,NA
2/27/2016,80,62,71,86,Rain,5
2/28/2016,78,69,74,88,Rain,6
2/29/2016,73,68,70,94,Rain,6
3/1/2016,71,64,68,88,Rain,7
3/2/2016,73,62,68,77,NA,6
3/3/2016,75,60,68,74,NA,5
3/4/2016,75,60,68,74,NA,6
3/5/2016,77,60,68,81,NA,3
3/6/2016,75,59,67,81,NA,4
3/7/2016,75,69,72,79,Rain,7
3/8/2016,75,68,72,76,NA,4
3/9/2016,73,64,68,74,Rain,5
3/10/2016,73,55,64,78,NA,5
3/11/2016,73,64,68,78,Rain,6
3/12/2016,71,55,63,61,NA,5
3/13/2016,73,55,64,70,NA,3
3/14/2016,73,55,64,77,NA,5
3/15/2016,75,59,67,81,Rain,6
3/16/2016,77,66,72,85,Rain,5
3/17/2016,69,62,66,93,Rain,6
3/18/2016,75,62,68,82,Rain,4
3/19/2016,73,62,68,76,NA,6
3/20/2016,75,62,68,80,Rain,5
3/21/2016,77,60,68,79,Rain,4
3/22/2016,75,64,70,76,NA,4
3/23/2016,71,68,70,88,Rain,7
3/24/2016,73,68,70,92,Rain,7
3/25/2016,75,66,70,90,Rain,4
3/26/2016,75,64,70,85,NA,5
3/27/2016,73,62,68,82,NA,3
3/28/2016,71,59,65,83,Rain,4
3/29/2016,73,59,66,78,NA,4
3/30/2016,73,59,66,62,NA,2
3/31/2016,69,57,63,76,NA,4
4/1/2016,69,62,66,79,Rain,5
4/2/2016,78,66,72,86,Rain,6
4/3/2016,75,64,70,88,Rain,4
4/4/2016,71,60,66,76,NA,4
4/5/2016,69,57,63,75,Rain,4
4/6/2016,68,50,59,68,NA,3
4/7/2016,68,50,59,79,NA,7
4/8/2016,69,55,62,84,Rain,5
4/9/2016,69,55,62,79,NA,4
4/10/2016,68,51,60,89,Rain,6
4/11/2016,69,57,63,85,NA,6
4/12/2016,73,57,65,83,Rain,4
4/13/2016,66,57,62,83,Rain,6
4/14/2016,69,55,62,77,Rain,4
4/15/2016,68,50,59,80,NA,3
4/16/2016,68,53,60,76,Rain,3
4/17/2016,66,59,62,94,Rain,7
4/18/2016,69,60,64,83,NA,4
4/19/2016,69,57,63,78,NA,5
4/20/2016,68,55,62,84,Fog,4
4/21/2016,69,55,62,75,Rain,6
4/22/2016,71,57,64,74,NA,5
4/23/2016,71,51,61,78,NA,5
4/24/2016,64,59,62,85,Rain,6
4/25/2016,68,59,64,72,Rain,5
4/26/2016,68,57,64,75,Rain,6
4/27/2016,68,51,60,83,Fog-Rain,4
4/28/2016,66,57,62,70,NA,8
4/29/2016,64,60,62,68,NA,8
4/30/2016,68,55,62,70,NA,6
5/1/2016,69,53,61,85,Rain,6
5/2/2016,73,57,65,87,Fog,5
5/3/2016,73,53,63,82,NA,4
5/4/2016,71,51,61,92,Fog,5
5/5/2016,71,60,66,86,Rain,6
5/6/2016,68,59,64,91,Fog-Rain,7
5/7/2016,68,55,62,88,Fog,6
5/8/2016,64,55,60,91,Fog,5
5/9/2016,69,55,62,90,Fog,2
5/10/2016,69,53,61,89,Fog,2
5/11/2016,69,64,66,92,Rain,7
5/12/2016,68,60,64,85,Rain,4
5/13/2016,71,57,64,86,Rain,4
5/14/2016,69,57,64,82,Rain,5
5/15/2016,68,55,62,88,Rain,5
5/16/2016,68,57,62,85,Rain-Thunderstorm,5
5/17/2016,66,55,60,68,Rain,6
5/18/2016,66,51,58,79,Rain-Thunderstorm,5
5/19/2016,66,57,62,79,Rain,5
5/20/2016,68,57,62,80,Rain-Thunderstorm,4
5/21/2016,62,53,58,87,Rain-Thunderstorm,5
5/22/2016,62,55,58,78,Rain,6
5/23/2016,57,51,54,83,Rain,6
5/24/2016,64,55,60,80,Rain,6
5/25/2016,64,53,58,84,Rain,5
5/26/2016,64,51,58,84,Rain,3
5/27/2016,64,53,58,86,Rain,5
5/28/2016,68,60,64,81,Rain,5
5/29/2016,66,55,60,87,Rain,6
5/30/2016,60,51,56,78,Rain,3
5/31/2016,59,51,55,78,Rain,5
6/1/2016,57,44,50,87,Fog-Rain,4
6/2/2016,57,44,50,76,NA,7
6/3/2016,57,39,48,86,NA,NA
6/4/2016,59,39,49,87,NA,NA
6/5/2016,59,41,50,88,NA,NA
6/6/2016,60,42,51,84,NA,3
6/7/2016,64,50,57,72,NA,4
6/8/2016,62,55,58,76,Rain,5
6/9/2016,66,59,62,88,Rain,6
6/10/2016,68,59,64,96,Rain,7
6/11/2016,62,53,58,89,Fog-Rain,6
6/12/2016,62,53,58,83,Rain,5
6/13/2016,57,44,50,72,Rain,4
6/14/2016,59,42,50,93,Rain,5
6/15/2016,60,51,56,93,Rain,5
6/16/2016,62,46,54,89,Rain,4
6/17/2016,59,44,52,89,NA,5
6/18/2016,57,46,52,88,Fog-Rain,6
6/19/2016,60,51,56,81,Fog,7
6/20/2016,64,44,54,92,Fog,3
6/21/2016,64,53,58,88,Fog-Rain,7
6/22/2016,62,60,61,96,Rain-Thunderstorm,7
6/23/2016,62,53,60,91,Rain,5
6/24/2016,60,50,55,81,Rain,5
6/25/2016,60,50,55,95,Rain,6
6/26/2016,62,50,56,85,Rain,5
6/27/2016,60,48,54,87,Rain,6
6/28/2016,60,51,56,85,Rain,3
6/29/2016,57,51,54,97,Rain,6
6/30/2016,59,50,54,95,Fog-Rain,7
7/1/2016,53,42,48,76,NA,1
7/2/2016,55,35,45,82,Fog,NA
7/3/2016,55,35,45,84,Fog,6
7/4/2016,60,41,50,90,Fog,4
